"","years","jugador","name","pos","bat","lan","exp","pais","estado","ciudad"
"1987","2009-10","M. Rojas","Miguel Elias Rojas","SS","D","D","2","Venezuela","Miranda","Los Teques"
"1988","2009-10","W. Romero","Wilfredo Romero","CF","D","D","17","Venezuela","Aragua","Maracay"
"1989","2009-10","O. Salazar","Óscar Enrique Salazar","2B","D","D","13","Venezuela","Aragua","Maracay"
"1990","2009-10","R. Salazar","Richard Salazar","P","Z","Z","9","Venezuela","D.F.","Caracas"
"1991","2009-10","R. Salazar","Ruben Darío Salazar","3B","D","D","12","Venezuela","Bolivar","San Felix"
"1992","2009-10","H. Sánchez","Hector Enrique Sánchez","C","A","D","1","Venezuela","Aragua","Maracay"
"1993","2009-10","E. Serrano","Elio Serrano","P","D","D","12","Venezuela","Carabobo","Valencia"
"1994","2009-10","C. Suarez","César Javier Suarez Vezga","3B","D","D","7","Venezuela","Zulia","Maracaibo"
"1995","2009-10","M. Torrealba","Michael Deivis Torrealba","P","D","D","1","Venezuela","Aragua","Maracay"
"1996","2009-10","E. Trejo","Edgar Trejo","3B","D","D","1","Venezuela","Carabobo","Valencia"
"1997","2009-10","J. Velandia","Jorge Luis Velandia Macias","SS","D","D","18","Venezuela","D.F.","Caracas"
"1998","2009-10","J. Yépez","Jesús Yépez","P","Z","Z","5","Venezuela","Lara","Barquisimeto"
"1999","2009-10","M. Yépez","Marco Michael Yépez Barrios","IF","A","D","8","Venezuela","D.F.","Caracas"
"2000","2009-10","V. Zambrano","Víctor Zambrano","P","A","D","10","Venezuela","Miranda","Los Teques"
"2001","2010-11","H. Álvarez","Henderson Javier Álvarez","P","D","D","2","Venezuela","Carabobo","Valencia"
"2002","2010-11","R. Álvarez","Rafael Ángel Álvarez Flores","CF","Z","Z","17","Venezuela","Carabobo","Valencia"
"2003","2010-11","G. Avila","Gerardo José Avila","1B","Z","Z","3","Venezuela","Zulia","Maracaibo"
"2004","2010-11","W. Avinazar","Willian Alejandro Avinazar","P","D","D","1","Venezuela","Carabobo","Valencia"
"2005","2010-11","E. Barrios","Edison Ernesto Barrios Castillo","P","D","D","2","Venezuela","Aragua","Villa de Cura"
"2006","2010-11","K. Batista","Kendy J. Batista","P","D","D","5","Venezuela","Zulia","Santa Barbara"
"2007","2010-11","T. Beam","Theodore Lester Beam","P","D","D","1","USA","Arizona","Scottsdale"
"2008","2010-11","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","8","Venezuela","Bolivar","San Felix"
"2009","2010-11","G. Blanco","Gregor M. Blanco Pedraza","CF","Z","Z","9","Venezuela","D.F.","Caracas"
"2010","2010-11","I. Blanco","Ivan J. Blanco","P","D","D","5","Venezuela","D.F.","Caracas"
"2011","2010-11","W. Collazo","William Collazo","P","Z","Z","2","Puerto Rico","","Carolina"
"2012","2010-11","M. Davalillo","Marco Antonio Davalillo","1B","D","D","4","Venezuela","Aragua","Cagua"
"2013","2010-11","J. DePaula","Jorge DePaula","P","D","D","2","Republica Dominicana","","Sabana Grande"
"2014","2010-11","J. Dubois","Jason Bradford Dubois","CF","D","D","1","USA","Virginia","Virginia Beach"
"2015","2010-11","J. Ennis","John Wayne Ennis","P","D","D","3","USA","Colorado","Montrose"
"2016","2010-11","J. Escalona","José Escalona","P","Z","Z","7","Venezuela","Lara","Barquisimeto"
"2017","2010-11","S. Escalona","Sergio Luis Escalona Rodríguez","P","Z","Z","5","Venezuela","Lara","El Tocuyo"
"2018","2010-11","E. Escobar","Eduardo José Escobar","SS","A","D","3","Venezuela","Aragua","Villa de Cura"
"2019","2010-11","J. Gibbons","Jay Gibbons","CF","Z","Z","4","USA","Michigan","Rochester"
"2020","2010-11","R. Glynn","Ryan Glynn","P","D","D","1","USA","Virginia","Portsmouth"
"2021","2010-11","E. González","Enrique César González","P","D","D","11","Venezuela","Bolivar","Ciudad Bolivar"
"2022","2010-11","J. González","José Antonio González","C","D","D","3","Venezuela","D.F.","Caracas"
"2023","2010-11","L. González","Luis Alberto González","3B","D","D","16","Venezuela","Aragua","Maracay"
"2024","2010-11","M. González","Maikol González","2B","D","D","1","Venezuela","Zulia","San Francisco"
"2025","2010-11","R. González","Víctor Raúl González","CF","D","D","1","Puerto Rico","","Santurce"
"2026","2010-11","E. González-Diaz","Eric González-Diaz","P","D","D","1","Espana","","San Juan de la Rambla"
"2027","2010-11","B. Gordon","Brian Ernest Gordon","P","Z","D","2","USA","Nueva York","West Point"
"2028","2010-11","J. Gualdron","José Gualdron","2B","D","D","3","Venezuela","Zulia","Maracaibo"
"2029","2010-11","J. Guerra","Junior J. Guerra","P","D","D","3","Venezuela","Bolivar","San Felix"
"2030","2010-11","C. Hernández","Christopher Hernández","P","D","D","6","USA","California","Redlands"
"2031","2010-11","F. Hernández","Fernando Hernández","P","D","D","2","USA","Florida","Miami"
"2032","2010-11","G. Hernández","Gabriel Hernández","P","D","D","1","USA","Florida","Miami"
"2033","2010-11","G. Holland","Gregory Scott Holland","P","D","D","1","USA","Carolina del Norte","Asheville"
"2034","2010-11","J. Huber","Jonathon Lloyd Huber","P","D","D","1","USA","California","Sacramento"
"2035","2010-11","G. Infante","Gregory Infante","P","D","D","2","Venezuela","D.F.","Caracas"
"2036","2010-11","M. Izturis","Maicer E. Izturis","SS","A","D","8","Venezuela","Lara","Barquisimeto"
"2037","2010-11","J. Julio","Jorge Dandys Julio Tapia","P","D","D","13","Venezuela","D.F.","Caracas"
"2038","2010-11","A. Machado","Alejandro José Machado","SS","A","D","8","Venezuela","D.F.","Caracas"
"2039","2010-11","V. Mayo","Vianney José Mayo","P","D","D","1","Venezuela","Aragua","Maracay"
"2040","2010-11","G. Medina","Gabriel Enrique Medina","P","D","D","1","Venezuela","Zulia","Maracaibo"
"2041","2010-11","R. Medina","Ruben Antonio Medina","P","D","D","5","Venezuela","Falcon","San Luis"
"2042","2010-11","Y. Medina","Yoervis José Medina","P","D","D","2","Venezuela","Carabobo","Puerto Cabello"
"2043","2010-11","A. Montero","Agustín Alcantara Montero","P","D","D","1","Republica Dominicana","","San Pedro de Macoris"
"2044","2010-11","J. Nieves","Javier O. Nieves Sosa","P","D","D","2","Venezuela","Carabobo","Guigue"
"2045","2010-11","R. Olmedo","Rainer Gustavo Olmedo","SS","A","D","11","Venezuela","Aragua","Maracay"
"2046","2010-11","A. Ortega","Anthony Yoel Ortega Martínez","P","D","D","4","Venezuela","Miranda","Ocumare del Tuy"
"2047","2010-11","R. Ortega","Rafael Ortega","CF","Z","D","2","Venezuela","Anzoategui","El Tigre"
"2048","2010-11","J. Ortiz","Joseph Ortiz","P","Z","Z","3","Venezuela","D.F.","Caracas"
"2049","2010-11","R. Osuna","Renny David Osuna Blanco","2B","D","D","4","Venezuela","D.F.","Caracas"
"2050","2010-11","D. Paisano","David Jesús Paisano","CF","D","D","4","Venezuela","Sucre","Cumana"
"2051","2010-11","J. Parraz","Jordan E. Parraz","RF","D","D","1","USA","Nevada","Henderson"
"2052","2010-11","R. Pérez","Rossmel Pérez","C","A","D","3","Venezuela","Miranda","Guarenas"
"2053","2010-11","M. Ramírez","Maximiliano R. Ramírez","C","D","D","5","Venezuela","Lara","Barquisimeto"
"2054","2010-11","W. Ramírez","Wilfredo José Ramírez","P","Z","Z","2","Venezuela","Anzoategui","Barcelona"
"2055","2010-11","F. Rodríguez","Fernando Rodríguez","P","D","D","2","USA","Texas","El Paso"
"2056","2010-11","F. Rodríguez","Francisco José Rodríguez","P","D","D","9","Venezuela","D.F.","Caracas"
"2057","2010-11","G. Rodríguez","Guillermo Segundo Rodríguez Pérez","C","D","D","15","Venezuela","Lara","Barquisimeto"
"2058","2010-11","L. Rodríguez","Luis Orlando Rodríguez","2B","A","D","13","Venezuela","Guarico","San Carlos"
"2059","2010-11","M. Rojas","Miguel Elias Rojas","SS","D","D","3","Venezuela","Miranda","Los Teques"
"2060","2010-11","W. Romero","Wilfredo Romero","CF","D","D","18","Venezuela","Aragua","Maracay"
"2061","2010-11","O. Salazar","Óscar Enrique Salazar","2B","D","D","14","Venezuela","Aragua","Maracay"
"2062","2010-11","A. Sánchez","Angelo José Sánchez","P","D","D","2","Venezuela","Tachira","Rubio"
"2063","2010-11","A. Serrano","Alex Eleazar Serrano Hernández","P","D","D","11","Venezuela","Anzoategui","Barcelona"
"2064","2010-11","E. Serrano","Elio Serrano","P","D","D","13","Venezuela","Carabobo","Valencia"
"2065","2010-11","J. Simontacchi","Jason William Simontacchi","P","D","D","4","USA","California","Mountain View"
"2066","2010-11","C. Smith","Corey Christopher Smith","3B","D","D","1","USA","Nueva Jersey","Plainfield"
"2067","2010-11","C. Suarez","César Javier Suarez Vezga","3B","D","D","8","Venezuela","Zulia","Maracaibo"
"2068","2010-11","N. Ungs","Nicholas Ungs","P","D","D","2","USA","Iowa","Dubuque"
"2069","2010-11","R. Vogelsong","Ryan Vogelsong","P","D","D","2","USA","Carolina del Norte","Charlotte"
"2070","2010-11","J. Yépez","Jesús Yépez","P","Z","Z","6","Venezuela","Lara","Barquisimeto"
"2071","2010-11","M. Zaleski","Matthew Zaleski","P","D","D","1","USA","Texas","Arlington"
"2072","2010-11","V. Zambrano","Víctor Zambrano","P","A","D","11","Venezuela","Miranda","Los Teques"
"2073","2011-12","E. Adrianza","Ehire Enrique Adrianza Palma","SS","A","D","3","Venezuela","Miranda","Guarenas"
"2074","2011-12","R. Álvarez","Rafael Ángel Álvarez Flores","CF","Z","Z","18","Venezuela","Carabobo","Valencia"
"2075","2011-12","W. Avinazar","Willian Alejandro Avinazar","P","D","D","2","Venezuela","Carabobo","Valencia"
"2076","2011-12","J. Baisley","Jeffrey Scot Baisley","3B","D","D","2","USA","Florida","Tampa"
"2077","2011-12","E. Barrios","Edison Ernesto Barrios Castillo","P","D","D","3","Venezuela","Aragua","Villa de Cura"
"2078","2011-12","A. Bastardo","Alberto José Bastardo Espana","P","Z","Z","9","Venezuela","Aragua","Maracay"
"2079","2011-12","K. Batista","Kendy J. Batista","P","D","D","6","Venezuela","Zulia","Santa Barbara"
"2080","2011-12","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","9","Venezuela","Bolivar","San Felix"
"2081","2011-12","J. Bennett","David Jeffrey Bennett","P","D","D","2","USA","Tennessee","Donelson"
"2082","2011-12","G. Blanco","Gregor M. Blanco Pedraza","CF","Z","Z","10","Venezuela","D.F.","Caracas"
"2083","2011-12","T. Brummett","Tyson C. Brummett","P","D","D","1","USA","Misisipi","Columbus"
"2084","2011-12","A. Cabrera","Alexander Alberto Cabrera","1B","D","D","15","Venezuela","Monagas","Caripito"
"2085","2011-12","M. Drowne","Mike Drowne","P","D","Z","1","USA","Massachusetts","South Hadley"
"2086","2011-12","B. Enright","Barry R. Enright","P","D","D","1","USA","California","Stockton"
"2087","2011-12","S. Escalona","Sergio Luis Escalona Rodríguez","P","Z","Z","6","Venezuela","Lara","El Tocuyo"
"2088","2011-12","E. Escobar","Eduardo José Escobar","SS","A","D","4","Venezuela","Aragua","Villa de Cura"
"2089","2011-12","P. Espino","Paolo Alesandro Espino","P","D","D","1","Panama","","Panama"
"2090","2011-12","J. Friend","Justin Friend","P","D","D","1","USA","California","Tracy"
"2091","2011-12","J. Gibbons","Jay Gibbons","CF","Z","Z","5","USA","Michigan","Rochester"
"2092","2011-12","E. González","Enrique César González","P","D","D","12","Venezuela","Bolivar","Ciudad Bolivar"
"2093","2011-12","L. González","Luis González","P","Z","Z","1","Venezuela","Aragua",""
"2094","2011-12","J. Guerra","Junior J. Guerra","P","D","D","4","Venezuela","Bolivar","San Felix"
"2095","2011-12","J. Hoffmann","Jamie Richard Hoffmann","CF","D","D","2","USA","Minnesota","New Ulm"
"2096","2011-12","G. Infante","Gregory Infante","P","D","D","3","Venezuela","D.F.","Caracas"
"2097","2011-12","Z. Kroenke","Zachary B. Kroenke","P","D","Z","1","USA","Nebraska","Omaha"
"2098","2011-12","Y. Landa","Yorman Nicger Landa","P","D","D","1","Venezuela","Miranda","Santa Teresa del tuy"
"2099","2011-12","J. Link","Jon Paul Link","P","D","D","2","USA","Ohio","Columbus"
"2100","2011-12","J. Martínez","José A. Martínez","RF","D","D","3","Venezuela","Vargas","La Guaira"
"2101","2011-12","R. Martínez","Richard Jesús Martínez","P","D","D","1","Venezuela","Aragua","Turmero"
"2102","2011-12","S. Martis","Shairon B. Martis","P","D","D","2","Curazao","","Willemstad"
"2103","2011-12","V. Mayo","Vianney José Mayo","P","D","D","2","Venezuela","Aragua","Maracay"
"2104","2011-12","H. Mayora","Hector Alfonso Mayora","P","D","D","1","Venezuela","Vargas","La Guaira"
"2105","2011-12","H. Meneses","Heiker Albert Meneses","2B","D","D","3","Venezuela","D.F.","Caracas"
"2106","2011-12","H. Nelo","Hector Nelo","P","D","D","1","USA","Florida","Miami"
"2107","2011-12","R. Olmedo","Rainer Gustavo Olmedo","SS","A","D","12","Venezuela","Aragua","Maracay"
"2108","2011-12","B. Omogrosso","Brian Scott Omogrosso","P","D","D","1","USA","Pensilnavia","Beaver"
"2109","2011-12","A. Ortega","Anthony Yoel Ortega Martínez","P","D","D","5","Venezuela","Miranda","Ocumare del Tuy"
"2110","2011-12","J. Ortiz","Joseph Ortiz","P","Z","Z","4","Venezuela","D.F.","Caracas"
"2111","2011-12","R. Osuna","Renny David Osuna Blanco","2B","D","D","5","Venezuela","D.F.","Caracas"
"2112","2011-12","D. Paisano","David Jesús Paisano","CF","D","D","5","Venezuela","Sucre","Cumana"
"2113","2011-12","O. Pérez","Óscar Andrés Pérez","C","D","D","2","Venezuela","D.F.","Caracas"
"2114","2011-12","R. Pérez","Rossmel Pérez","C","A","D","4","Venezuela","Miranda","Guarenas"
"2115","2011-12","S. Pomeranz","Stuart Michael Pomeranz","P","D","D","2","USA","Texas","Dallas"
"2116","2011-12","F. Rodríguez","Francisco José Rodríguez","P","D","D","10","Venezuela","D.F.","Caracas"
"2117","2011-12","L. Rodríguez","Luis Orlando Rodríguez","2B","A","D","14","Venezuela","Guarico","San Carlos"
"2118","2011-12","M. Rojas","Miguel Elias Rojas","SS","D","D","4","Venezuela","Miranda","Los Teques"
"2119","2011-12","O. Salazar","Óscar Enrique Salazar","2B","D","D","15","Venezuela","Aragua","Maracay"
"2120","2011-12","H. Sánchez","Hector Enrique Sánchez","C","A","D","2","Venezuela","Aragua","Maracay"
"2121","2011-12","Y. Sánchez","Yolmer Carlos Javier Sánchez Yanez","3B","A","D","1","Venezuela","Aragua","Maracay"
"2122","2011-12","J. Solorzano","Jesús Solorzano","CF","D","D","1","Venezuela","Anzoategui","Barcelona"
"2123","2011-12","C. Suarez","César Javier Suarez Vezga","3B","D","D","9","Venezuela","Zulia","Maracaibo"
"2124","2011-12","R. Suarez","Rafael David Suarez","P","D","D","1","Venezuela","Carabobo","Valencia"
"2125","2011-12","T. Tiffee","Terry R. Tiffee","3B","A","D","3","USA","Arkansas","North Little Rock"
"2126","2011-12","M. Torrealba","Michael Deivis Torrealba","P","D","D","2","Venezuela","Aragua","Maracay"
"2127","2011-12","H. Totten","Heath Edward Totten","P","D","D","7","USA","Texas","Port Arthur"
"2128","2011-12","J. Urquidez","Jason Carl Urquidez","P","D","D","1","USA","California","Tarzana"
"2129","2011-12","S. Van Slyke","Scott T. Van Slyke","1B","D","D","1","USA","Misuri","St. Louis"
"2130","2011-12","D. Villanueva","Dail Villanueva","P","Z","Z","1","Venezuela","D.F.","Caracas"
"2131","2011-12","K. Villegas","Kender Villegas","P","D","D","1","Venezuela","D.F.","Caracas"
"2132","2011-12","L. Walrond","Leslie Dale Walrond","P","Z","Z","2","USA","Oklahoma","Muskogee"
"2133","2011-12","D. Worth","Daniel Weston Worth","3B","D","D","1","USA","California","Northridge"
"2134","2012-13","E. Adrianza","Ehire Enrique Adrianza Palma","SS","A","D","4","Venezuela","Miranda","Guarenas"
"2135","2012-13","R. Álvarez","Rafael Ángel Álvarez Flores","CF","Z","Z","19","Venezuela","Carabobo","Valencia"
"2136","2012-13","A. Bastardo","Alberto José Bastardo Espana","P","Z","Z","10","Venezuela","Aragua","Maracay"
"2137","2012-13","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","10","Venezuela","Bolivar","San Felix"
"2138","2012-13","G. Blanco","Gregor M. Blanco Pedraza","CF","Z","Z","11","Venezuela","D.F.","Caracas"
"2139","2012-13","T. Brummett","Tyson C. Brummett","P","D","D","2","USA","Misisipi","Columbus"
"2140","2012-13","A. Cabrera","Alexander Alberto Cabrera","1B","D","D","16","Venezuela","Monagas","Caripito"
"2141","2012-13","A. Castellanos","Alejandro Luis Castellanos","CF","D","D","1","USA","Florida","Miami"
"2142","2012-13","M. Cisco","Michael Galen Cisco","P","D","D","1","USA","Carolina del Sur","Mt. Pleasant"
"2143","2012-13","R. Coello","Robert Coello","P","D","D","3","USA","Nueva Jersey","Bayonne"
"2144","2012-13","J. Delgado","Jesús Andrés Delgado Corrales","P","D","D","7","Venezuela","Aragua","Maracay"
"2145","2012-13","J. DePaula","Julio César DePaula","P","D","D","1","Republica Dominicana","","Santo Domingo"
"2146","2012-13","E. Escalona","Edgmer Eduarado Escalona","P","D","D","5","Venezuela","Vargas","La Guaira"
"2147","2012-13","E. Escobar","Eduardo José Escobar","SS","A","D","5","Venezuela","Aragua","Villa de Cura"
"2148","2012-13","P. Estrada","Paul Estrada","P","D","D","10","Venezuela","Bolivar","Ciudad Bolivar"
"2149","2012-13","E. Figueroa","Eduardo Figueroa","P","D","D","3","Venezuela","Lara","Barquisimeto"
"2150","2012-13","J. Friend","Justin Friend","P","D","D","2","USA","California","Tracy"
"2151","2012-13","W. Giménez","Wilfredo José Giménez","C","D","D","1","Venezuela","Aragua","Maracay"
"2152","2012-13","J. Gómez","Jeanmar Alejandro Gómez","P","D","D","1","Venezuela","D.F.","Caracas"
"2153","2012-13","E. González","Enrique César González","P","D","D","13","Venezuela","Bolivar","Ciudad Bolivar"
"2154","2012-13","M. González","Miguel Antonio González","C","D","D","2","Venezuela","Nueva Esparta","Porlamar"
"2155","2012-13","J. Guerra","Junior J. Guerra","P","D","D","5","Venezuela","Bolivar","San Felix"
"2156","2012-13","J. Herrera","Javier Herrera","CF","D","D","5","Venezuela","D.F.","Caracas"
"2157","2012-13","G. Infante","Gregory Infante","P","D","D","4","Venezuela","D.F.","Caracas"
"2158","2012-13","Y. Landa","Yorman Nicger Landa","P","D","D","2","Venezuela","Miranda","Santa Teresa del tuy"
"2159","2012-13","J. Link","Jon Paul Link","P","D","D","3","USA","Ohio","Columbus"
"2160","2012-13","P. Liriano","Pedro Antonio Liriano","P","D","D","3","Republica Dominicana","","Fantino"
"2161","2012-13","D. Loop","Derrick A. Loop","P","D","Z","1","USA","California","Corona"
"2162","2012-13","Y. López","Yorfrank Manuel López","P","D","D","1","Venezuela","Anzoategui","Barcelona"
"2163","2012-13","J. Martínez","José A. Martínez","RF","D","D","4","Venezuela","Vargas","La Guaira"
"2164","2012-13","S. Martis","Shairon B. Martis","P","D","D","3","Curazao","","Willemstad"
"2165","2012-13","F. Mata","Frank Jesús Mata","P","D","D","8","Venezuela","Anzoategui","Barcelona"
"2166","2012-13","A. Mavare","Arlett José Mavare","P","D","D","1","Venezuela","Lara","Barquisimeto"
"2167","2012-13","H. Mayora","Hector Alfonso Mayora","P","D","D","2","Venezuela","Vargas","La Guaira"
"2168","2012-13","N. Mccully","Nicholas Gathany McCully","P","D","D","1","USA","Florida","Lakeland"
"2169","2012-13","A. Mejias","Alving Mejias","P","D","D","1","Venezuela","Zulia","Maracaibo"
"2170","2012-13","H. Meneses","Heiker Albert Meneses","2B","D","D","4","Venezuela","D.F.","Caracas"
"2171","2012-13","J. Morillo","Junior Morillo","P","Z","Z","1","Venezuela","",""
"2172","2012-13","R. Olmedo","Rainer Gustavo Olmedo","SS","A","D","13","Venezuela","Aragua","Maracay"
"2173","2012-13","A. Ortega","Anthony Yoel Ortega Martínez","P","D","D","6","Venezuela","Miranda","Ocumare del Tuy"
"2174","2012-13","R. Ortega","Rafael Ortega","CF","Z","D","3","Venezuela","Anzoategui","El Tigre"
"2175","2012-13","J. Ortiz","Joseph Ortiz","P","Z","Z","5","Venezuela","D.F.","Caracas"
"2176","2012-13","R. Osuna","Renny David Osuna Blanco","2B","D","D","6","Venezuela","D.F.","Caracas"
"2177","2012-13","R. Pérez","Rossmel Pérez","C","A","D","5","Venezuela","Miranda","Guarenas"
"2178","2012-13","S. Pérez","Salvador Johan Pérez Díaz","C","D","D","1","Venezuela","Carabobo","Valencia"
"2179","2012-13","B. Puerta","Breily Antonio Puerta","P","D","D","1","Venezuela","Aragua","Maracay"
"2180","2012-13","J. Ramírez","Juan Carlos Ramírez","P","D","D","1","Nicaragua","","Managua"
"2181","2012-13","W. Ramírez","Wilfredo José Ramírez","P","Z","Z","3","Venezuela","Anzoategui","Barcelona"
"2182","2012-13","C. Retherford","Christopher Jess Retherford","3B","D","D","1","USA","Florida","Homestead"
"2183","2012-13","A. Rienzo","Andre Albanez Rienzo","P","D","D","1","Brasil","","Sao Paulo"
"2184","2012-13","M. Robles","Mauricio Antonio Robles","P","Z","Z","4","Venezuela","Carabobo","Valencia"
"2185","2012-13","M. Rojas","Miguel Elias Rojas","SS","D","D","5","Venezuela","Miranda","Los Teques"
"2186","2012-13","D. Ruf","Darin Cortland Ruf","1B","D","D","1","USA","Nebraska","Omaha"
"2187","2012-13","O. Salazar","Óscar Enrique Salazar","2B","D","D","16","Venezuela","Aragua","Maracay"
"2188","2012-13","H. Sánchez","Hector Enrique Sánchez","C","A","D","3","Venezuela","Aragua","Maracay"
"2189","2012-13","Y. Sánchez","Yolmer Carlos Javier Sánchez Yanez","3B","A","D","2","Venezuela","Aragua","Maracay"
"2190","2012-13","W. Savage","William P. Savage","P","D","D","2","USA","California","West Hills"
"2191","2012-13","D. Serafini","Daniel Joseph Serafini","P","A","Z","2","USA","California","San Francisco"
"2192","2012-13","B. Short","Brandon Lydell Short","CF","D","D","1","USA","Maryland","St. Marys County"
"2193","2012-13","C. Suarez","César Javier Suarez Vezga","3B","D","D","10","Venezuela","Zulia","Maracaibo"
"2194","2012-13","M. Torrealba","Michael Deivis Torrealba","P","D","D","3","Venezuela","Aragua","Maracay"
"2195","2012-13","R. Ulacio","Ramon Ulacio","P","D","D","1","Venezuela","D.F.","Caracas"
"2196","2012-13","S. Van Slyke","Scott T. Van Slyke","1B","D","D","2","USA","Misuri","St. Louis"
"2197","2012-13","D. Villanueva","Dail Villanueva","P","Z","Z","2","Venezuela","D.F.","Caracas"
"2198","2012-13","L. Walrond","Leslie Dale Walrond","P","Z","Z","3","USA","Oklahoma","Muskogee"
"2199","2013-14","E. Adrianza","Ehire Enrique Adrianza Palma","SS","A","D","5","Venezuela","Miranda","Guarenas"
"2200","2013-14","C. Alvarado","Carlos Eduardo Alvarado","P","D","D","1","Venezuela","Carabobo","Central Tacarigua"
"2201","2013-14","H. Álvarez","Henderson Javier Álvarez","P","D","D","3","Venezuela","Carabobo","Valencia"
"2202","2013-14","R. Álvarez","Rafael Ángel Álvarez Flores","CF","Z","Z","20","Venezuela","Carabobo","Valencia"
"2203","2013-14","M. Arias","Marlon Vladimir Arias","P","Z","Z","1","Republica Dominicana","","Bani"
"2204","2013-14","A. Bastardo","Alberto José Bastardo Espana","P","Z","Z","11","Venezuela","Aragua","Maracay"
"2205","2013-14","K. Batista","Kendy J. Batista","P","D","D","7","Venezuela","Zulia","Santa Barbara"
"2206","2013-14","E. Bellorin","Edwin Daniel Bellorin Morales","C","D","D","11","Venezuela","Bolivar","San Felix"
"2207","2013-14","C. Bootcheck","Christopher Brandon Bootcheck","P","D","D","1","USA","Indiana","Laporte"
"2208","2013-14","E. Briceno","Endrys Eduardo Briceno","P","D","D","1","Venezuela","Aragua","Maracay"
"2209","2013-14","B. Britton","Buchanan Clyde Britton","LF","Z","D","1","USA","California","Panorama City"
"2210","2013-14","T. Brummett","Tyson C. Brummett","P","D","D","3","USA","Misisipi","Columbus"
"2211","2013-14","A. Cabrera","Alexander Alberto Cabrera","1B","D","D","17","Venezuela","Monagas","Caripito"
"2212","2013-14","G. Chacin","Gustavo G. Adolfo Chacin González","P","Z","Z","10","Venezuela","Zulia","Maracaibo"
"2213","2013-14","T. Cochran","Thomas Robert Cochran","P","Z","Z","1","USA","Delaware","Wilmington"
"2214","2013-14","D. Cortes","Daniel Adam Cortes","P","D","D","2","USA","California","Pomona"
"2215","2013-14","R. Cova","Rafael José Cova","P","D","D","10","Venezuela","Sucre","Cariaco"
"2216","2013-14","J. Delgado","Jesús Andrés Delgado Corrales","P","D","D","8","Venezuela","Aragua","Maracay"
"2217","2013-14","E. Escalona","Edgmer Eduarado Escalona","P","D","D","6","Venezuela","Vargas","La Guaira"
"2218","2013-14","S. Escalona","Sergio Luis Escalona Rodríguez","P","Z","Z","7","Venezuela","Lara","El Tocuyo"
"2219","2013-14","E. Figueroa","Eduardo Figueroa","P","D","D","4","Venezuela","Lara","Barquisimeto"
"2220","2013-14","J. Friend","Justin Friend","P","D","D","3","USA","California","Tracy"
"2221","2013-14","B. Glenn","Bradley Edward Glenn","RF","D","D","1","USA","Oklahoma","Tulsa"
"2222","2013-14","E. González","Enrique César González","P","D","D","14","Venezuela","Bolivar","Ciudad Bolivar"
"2223","2013-14","J. González","José Antonio González","C","D","D","4","Venezuela","D.F.","Caracas"
"2224","2013-14","J. González","Juan Pablo González","P","D","D","1","Venezuela","Aragua","Maracay"
"2225","2013-14","M. González","Miguel Antonio González","C","D","D","3","Venezuela","Nueva Esparta","Porlamar"
"2226","2013-14","S. González","Severino Yunier González","P","D","D","1","Panama","","Santiago"
"2227","2013-14","A. Gose","Anthony Robert Gose","CF","Z","Z","2","USA","California","Paramount"
"2228","2013-14","J. Graterol","Juan José Graterol","C","D","D","1","Venezuela","Aragua","Maracay"
"2229","2013-14","J. Guerra","Junior J. Guerra","P","D","D","6","Venezuela","Bolivar","San Felix"
"2230","2013-14","J. Herrera","Javier Herrera","CF","D","D","6","Venezuela","D.F.","Caracas"
"2231","2013-14","M. Hollands","Mario Eduardo Lemus Hollands","P","Z","Z","1","USA","California","Oakland"
"2232","2013-14","G. Infante","Gregory Infante","P","D","D","5","Venezuela","D.F.","Caracas"
"2233","2013-14","B. Kloess","Branch D. Kloess","P","D","D","1","USA","Alabama","Montgomery"
"2234","2013-14","R. Kussmaul","Ryan Kussmaul","P","D","D","2","USA","Wisconsin","Fennimore"
"2235","2013-14","Y. Landa","Yorman Nicger Landa","P","D","D","3","Venezuela","Miranda","Santa Teresa del tuy"
"2236","2013-14","J. Link","Jon Paul Link","P","D","D","4","USA","Ohio","Columbus"
"2237","2013-14","Y. López","Yorfrank Manuel López","P","D","D","2","Venezuela","Anzoategui","Barcelona"
"2238","2013-14","J. Martínez","José A. Martínez","RF","D","D","5","Venezuela","Vargas","La Guaira"
"2239","2013-14","S. Martis","Shairon B. Martis","P","D","D","4","Curazao","","Willemstad"
"2240","2013-14","A. Mavare","Arlett José Mavare","P","D","D","2","Venezuela","Lara","Barquisimeto"
"2241","2013-14","N. Mccully","Nicholas Gathany McCully","P","D","D","2","USA","Florida","Lakeland"
"2242","2013-14","H. Meneses","Heiker Albert Meneses","2B","D","D","5","Venezuela","D.F.","Caracas"
"2243","2013-14","A. Morales","Alexander Alexis Morales","P","D","D","2","Venezuela","D.F.","Caracas"
"2244","2013-14","H. Nelo","Hector Nelo","P","D","D","2","USA","Florida","Miami"
"2245","2013-14","A. Nieves","Abel Moises Nieves Sánchez","2B","D","D","5","Venezuela","Aragua","Maracay"
"2246","2013-14","A. Ortega","Anthony Yoel Ortega Martínez","P","D","D","7","Venezuela","Miranda","Ocumare del Tuy"
"2247","2013-14","R. Ortega","Rafael Ortega","CF","Z","D","4","Venezuela","Anzoategui","El Tigre"
